Time_Sec,DB,StartId,IsReaccess,CumulativeCountForStartId
0.05792737007141113,A,512,0,2
0.09244179725646973,A,0,0,1
0.11993098258972168,A,1536,0,6
0.12422752380371094,A,1792,0,7
0.12428426742553711,A,1792,0,5
0.13618111610412598,A,280377,1,1
0.1529858112335205,A,269813,1,1
0.1638948917388916,A,768,0,2
0.19800066947937012,A,256,0,1
0.19827771186828613,A,512,0,1
0.19847893714904785,A,768,0,1
0.21755194664001465,A,289772,1,1
0.21801018714904785,A,256,0,2
0.23346757888793945,A,1280,0,4
0.23392486572265625,A,1536,0,4
0.23417448997497559,A,1792,0,4
0.24980902671813965,A,2048,0,4
0.24985218048095703,A,2048,0,7
0.26044178009033203,A,1024,0,3
0.26065731048583984,A,1024,0,2
0.2607107162475586,A,1024,0,1
0.26076650619506836,A,1280,0,3
0.2609400749206543,A,1280,0,2
0.26097536087036133,A,1280,0,1
0.2611663341522217,A,1536,0,2
0.2612299919128418,A,1536,0,1
0.26141810417175293,A,1792,0,2
0.26148343086242676,A,1792,0,1
0.26172757148742676,A,2048,0,1
0.26183390617370605,A,2048,0,2
0.2865109443664551,A,293806,1,1
0.28691625595092773,A,768,0,3
0.2872910499572754,A,1024,0,4
0.30489253997802734,A,282413,1,1
0.305267333984375,A,2048,0,5
0.3206777572631836,A,2304,0,4
0.32074689865112305,A,2304,0,7
0.3207864761352539,A,2304,0,1
0.32090044021606445,A,2304,0,3
0.32094430923461914,A,2560,0,3
0.32098984718322754,A,2304,0,2
0.32105016708374023,A,2560,0,7
0.3211183547973633,A,2560,0,6
0.32136106491088867,A,2560,0,1
0.3427259922027588,A,274975,1,1
0.34308624267578125,A,2560,0,2
0.3523874282836914,A,256753,1,1
0.36200833320617676,A,209679,1,1
0.3624095916748047,A,1536,0,3
0.3628706932067871,A,1792,0,3
0.38503026962280273,A,367666,1,1
0.38527631759643555,A,2048,0,3
0.38550758361816406,A,2304,0,6
0.3857443332672119,A,2560,0,5
0.4284543991088867,A,2816,0,1
0.4285430908203125,A,2816,0,7
0.42875170707702637,A,2816,0,2
0.42891740798950195,A,2816,0,3
0.44158101081848145,A,305343,1,1
0.45757555961608887,A,236864,1,1
0.46402692794799805,A,284808,1,1
0.4643995761871338,A,2816,0,5
0.4850163459777832,A,257076,1,1
0.48532915115356445,A,512,0,3
0.49334096908569336,A,415662,1,1
0.5214722156524658,A,319837,1,1
0.5218558311462402,A,768,0,4
0.5573022365570068,A,306646,1,1
0.5694098472595215,A,274464,1,1
0.5698907375335693,A,1280,0,5
0.5979955196380615,A,225529,1,1
0.5982763767242432,A,2816,0,6
0.6229085922241211,A,308321,1,1
0.6329429149627686,A,273187,1,1
0.6333773136138916,A,1024,0,5
0.6380746364593506,A,151368,1,1
0.6424312591552734,A,3072,0,4
0.6424782276153564,A,3072,0,1
0.6425657272338867,A,3072,0,6
0.6426646709442139,A,3072,0,5
0.6428494453430176,A,3072,0,2
0.6429057121276855,A,3072,0,3
0.6527574062347412,A,167489,1,1
0.6532487869262695,A,1536,0,7
0.653679370880127,A,1792,0,8
0.6541478633880615,A,2048,0,8
0.6802566051483154,A,219411,1,1
0.680516242980957,A,1280,0,6
0.6807563304901123,A,1536,0,5
0.6809799671173096,A,1792,0,6
0.6811957359313965,A,2048,0,6
0.6815037727355957,A,2304,0,8
0.6817977428436279,A,2560,0,8
0.6820194721221924,A,2816,0,8
0.6822202205657959,A,3072,0,7
0.7264096736907959,A,279616,1,1
0.7268397808074951,A,2304,0,5
0.7272765636444092,A,2560,0,4
0.7443108558654785,A,3328,0,8
0.7445502281188965,A,3328,0,4
0.7448461055755615,A,3328,0,1
0.745023250579834,A,3328,0,3
0.7451250553131104,A,3328,0,6
0.7793052196502686,A,293257,1,1
0.7797093391418457,A,2816,0,4
0.7799882888793945,A,3072,0,8
0.7801961898803711,A,3328,0,7
0.7902717590332031,A,287516,1,1
0.7906837463378906,A,3328,0,2
0.8018715381622314,A,193538,1,1
0.811213493347168,A,272392,1,1
0.8114454746246338,A,3328,0,5
0.8232030868530273,A,3584,0,5
0.8232498168945312,A,3584,0,7
0.8232748508453369,A,3584,0,8
0.8235030174255371,A,3584,0,4
0.8237719535827637,A,3584,0,2
0.8239853382110596,A,3584,0,6
0.8241193294525146,A,3584,0,1
0.8466825485229492,A,247471,1,1
0.8469135761260986,A,3584,0,3
0.8947112560272217,A,344560,1,1
0.9087936878204346,A,3840,0,6
0.9088265895843506,A,3840,0,1
0.9089021682739258,A,3840,0,3
0.9090695381164551,A,3840,0,4
0.9092686176300049,A,3840,0,2
0.9095687866210938,A,3840,0,7
0.909731388092041,A,3840,0,8
0.9258608818054199,A,304055,1,1
0.9586195945739746,A,214448,1,1
1.001706600189209,A,250857,1,1
1.0022022724151611,A,3840,0,5
1.0104238986968994,A,4096,0,4
1.0104753971099854,A,4096,0,8
1.01078462600708,A,4096,0,1
1.0110626220703125,A,4096,0,5
1.0111160278320312,A,4096,0,7
1.0112559795379639,A,4096,0,2
1.0114367008209229,A,4096,0,3
1.0115654468536377,A,4096,0,6
1.0233190059661865,A,272642,1,1
1.0355384349822998,A,287753,1,1
1.0516421794891357,A,4352,0,1
1.051924228668213,A,4352,0,4
1.0519628524780273,A,4352,0,5
1.0520274639129639,A,4352,0,7
1.0520904064178467,A,4352,0,6
1.0522327423095703,A,4352,0,3
1.0522658824920654,A,4352,0,2
1.052427053451538,A,4352,0,8
1.0808024406433105,A,123447,1,1
1.1002116203308105,A,4608,0,3
1.1006596088409424,A,4608,0,7
1.1008656024932861,A,4608,0,2
1.1010956764221191,A,4608,0,6
1.1012914180755615,A,4608,0,8
1.1014094352722168,A,4608,0,5
1.1015033721923828,A,4608,0,4
1.1153826713562012,A,277720,1,1
1.115720272064209,A,4608,0,1
1.1418256759643555,A,214949,1,1
1.1529390811920166,A,265776,1,1
1.1717910766601562,A,4864,0,5
1.1719474792480469,A,4864,0,1
1.17207670211792,A,4864,0,6
1.1722068786621094,A,4864,0,2
1.1723954677581787,A,4864,0,4
1.1724579334259033,A,5120,0,5
1.1725032329559326,A,5120,0,1
1.1725666522979736,A,4864,0,8
1.1726107597351074,A,4864,0,7
1.172670602798462,A,5120,0,8
1.172774314880371,A,4864,0,3
1.172865629196167,A,5120,0,7
1.1728894710540771,A,5120,0,6
1.1730666160583496,A,287774,1,1
1.1731014251708984,A,5120,0,2
1.2058100700378418,A,336509,1,1
1.206031322479248,A,5120,0,4
1.216953992843628,A,283534,1,1
1.2173850536346436,A,5120,0,3
1.2385332584381104,A,5376,0,1
1.238628625869751,A,5376,0,4
1.238732099533081,A,5376,0,5
1.2388553619384766,A,5376,0,7
1.2389659881591797,A,5376,0,2
1.2389976978302002,A,5376,0,3
1.2390902042388916,A,5376,0,6
1.2392070293426514,A,5376,0,8
1.2706825733184814,A,210808,1,1
1.2972838878631592,A,5632,0,5
1.297696590423584,A,5632,0,1
1.2977478504180908,A,5632,0,2
1.2981266975402832,A,5632,0,3
1.2983582019805908,A,5632,0,4
1.298680067062378,A,5632,0,6
1.3112587928771973,A,192406,1,1
1.3115854263305664,A,5632,0,8
1.3386428356170654,A,234098,1,1
1.339188575744629,A,5632,0,7
1.3561890125274658,A,186655,1,1
1.3644545078277588,A,287997,1,1
1.3720135688781738,A,269897,1,1
1.378795862197876,A,358854,1,1
1.390514612197876,A,5888,0,8
1.3905601501464844,A,5888,0,1
1.3908100128173828,A,5888,0,6
1.391021966934204,A,5888,0,4
1.391061782836914,A,5888,0,2
1.3911762237548828,A,5888,0,7
1.391291856765747,A,5888,0,5
1.432889461517334,A,256251,1,1
1.4494976997375488,A,257339,1,1
1.449951410293579,A,5888,0,3
1.4681286811828613,A,6144,0,4
1.4681830406188965,A,6144,0,7
1.468224048614502,A,6144,0,6
1.4683032035827637,A,6144,0,1
1.4683802127838135,A,6144,0,3
1.4684078693389893,A,6144,0,2
1.4684867858886719,A,6144,0,5
1.4685413837432861,A,6144,0,8
1.505798101425171,A,6400,0,3
1.5059893131256104,A,6400,0,2
1.5061626434326172,A,6400,0,8
1.5063197612762451,A,6400,0,6
1.5064454078674316,A,6400,0,7
1.5066394805908203,A,6400,0,1
1.5066978931427002,A,6400,0,4
1.5128774642944336,A,202300,1,1
1.5131144523620605,A,6400,0,5
1.544740915298462,A,215060,1,1
1.5690114498138428,A,251339,1,1
1.582472324371338,A,6656,0,6
1.5826241970062256,A,6656,0,3
1.5827314853668213,A,6656,0,8
1.582887887954712,A,6656,0,2
1.5829753875732422,A,6656,0,4
1.5830967426300049,A,6656,0,5
1.5831279754638672,A,6656,0,7
1.6128566265106201,A,266042,1,1
1.6202709674835205,A,157427,1,1
1.6207249164581299,A,6656,0,1
1.6455132961273193,A,229269,1,1
1.652353048324585,A,6912,0,6
1.6524207592010498,A,6912,0,7
1.6524744033813477,A,6912,0,1
1.652719259262085,A,6912,0,2
1.6530919075012207,A,6912,0,5
