Time_Sec,Active_DB,Throughput_MBps
0.52,A,553.36
1.02,A,609.24
1.52,A,856.92
2.02,A,1058.66
2.52,A,1466.20
3.02,A,2722.60
3.52,A,6028.90
4.02,A,14276.07
4.52,A,18056.91
5.02,A,19611.64
5.52,B,49.94
6.02,B,49.94
6.53,B,57.93
7.03,B,65.91
7.53,B,69.91
8.03,B,75.90
8.53,B,63.92
9.03,B,55.93
9.53,B,63.92
10.03,B,61.92
