Time_Sec,Active_DB,Throughput_MBps,OpsPerSec,LatencyAvg_ms,LatencyP99_ms,LatencySamples,ConnectErrors,IoErrors
0.53,A,0.00,0.00,0.000,0.000,0,0,0
1.03,A,15.98,15.98,114.897,208.107,8,0,0
1.53,A,79.89,79.89,150.231,335.579,40,0,0
2.03,A,127.82,127.82,104.295,371.416,64,0,0
2.53,A,79.89,79.89,70.767,243.632,40,0,0
3.03,A,63.91,63.91,84.544,237.787,32,0,0
3.53,A,111.85,111.85,115.681,391.680,56,0,0
4.03,A,79.89,79.89,89.273,248.635,40,0,0
4.53,A,63.91,63.91,80.778,240.446,32,0,0
5.03,A,79.89,79.89,102.858,410.788,40,0,0
5.67,B,0.00,0.00,0.000,0.000,0,0,0
6.17,B,47.93,47.93,109.876,274.347,24,0,0
6.68,B,63.91,63.91,169.124,383.098,32,0,0
7.18,B,95.86,95.86,104.194,392.956,48,0,0
7.68,B,47.93,47.93,79.585,297.978,24,0,0
8.18,B,111.84,111.84,110.068,347.578,56,0,0
8.68,B,79.89,79.89,84.235,222.566,40,0,0
9.18,B,79.89,79.89,93.491,537.405,40,0,0
9.68,B,95.86,95.86,95.277,268.724,48,0,0
10.18,B,95.87,95.87,96.022,258.762,48,0,0
10.76,A,79.90,79.90,34.224,150.222,40,0,0
11.26,A,111.84,111.84,68.908,352.282,56,0,0
11.76,A,143.79,143.79,61.679,366.513,72,0,0
12.26,A,95.86,95.86,57.521,235.375,48,0,0
12.76,A,95.86,95.86,98.138,321.488,48,0,0
13.26,A,95.86,95.86,70.728,193.519,48,0,0
13.76,A,63.91,63.91,95.213,358.933,32,0,0
14.26,A,127.82,127.82,92.546,287.379,64,0,0
14.76,A,111.84,111.84,68.991,223.938,56,0,0
15.26,A,127.82,127.82,74.271,230.722,64,0,0
15.89,B,63.93,63.93,44.098,179.721,32,0,0
16.39,B,111.85,111.85,73.571,342.527,56,0,0
16.89,B,79.89,79.89,67.153,219.807,40,0,0
17.39,B,111.84,111.84,92.715,307.871,56,0,0
17.89,B,95.88,95.88,66.944,241.147,48,0,0
18.39,B,143.81,143.81,87.278,278.226,72,0,0
18.89,B,95.87,95.87,61.628,192.409,48,0,0
19.39,B,79.88,79.88,68.770,217.367,40,0,0
19.89,B,95.87,95.87,79.715,280.918,48,0,0
20.39,B,95.95,95.95,86.514,267.256,48,0,0
20.98,A,31.96,31.96,48.678,184.602,16,0,0
21.48,A,127.83,127.83,81.856,359.709,64,0,0
