Time_Sec,Active_DB,Throughput_MBps,OpsPerSec,LatencyAvg_ms,LatencyP99_ms,LatencySamples,ConnectErrors,IoErrors
21.98,A,63.84,63.84,94.865,336.649,32,0,0
22.48,A,127.82,127.82,85.928,343.873,64,0,0
22.98,A,111.84,111.84,78.091,367.468,56,0,0
23.48,A,127.82,127.82,71.777,290.988,64,0,0
23.98,A,111.84,111.84,59.716,244.010,56,0,0
24.48,A,127.83,127.83,74.715,297.240,64,0,0
24.98,A,95.87,95.87,61.159,214.119,48,0,0
25.49,A,143.81,143.81,64.001,225.711,72,0,0
26.07,B,15.98,15.98,48.212,155.334,8,0,0
26.57,B,111.85,111.85,93.546,242.811,56,0,0
27.08,B,79.86,79.86,68.485,205.553,40,0,0
27.58,B,95.88,95.88,87.902,173.384,48,0,0
28.08,B,111.85,111.85,88.311,277.662,56,0,0
28.58,B,79.90,79.90,87.998,235.159,40,0,0
29.08,B,111.85,111.85,80.699,248.130,56,0,0
29.58,B,143.80,143.80,62.781,178.315,72,0,0
30.08,B,127.82,127.82,65.503,227.643,64,0,0
30.58,B,111.84,111.84,66.605,187.370,56,0,0
31.18,A,31.96,31.96,50.040,111.271,16,0,0
31.68,A,95.87,95.87,90.485,245.228,48,0,0
32.18,A,95.87,95.87,68.055,189.379,48,0,0
32.68,A,143.82,143.82,67.380,232.958,72,0,0
33.18,A,111.85,111.85,76.377,271.921,56,0,0
33.68,A,127.82,127.82,58.286,202.458,64,0,0
34.18,A,143.80,143.80,64.379,216.733,72,0,0
34.68,A,111.85,111.85,64.431,230.467,56,0,0
35.18,A,95.87,95.87,67.851,198.125,48,0,0
35.68,A,127.83,127.83,63.143,207.673,64,0,0
36.29,B,47.94,47.94,44.508,127.008,24,0,0
36.79,B,127.83,127.83,72.634,231.767,64,0,0
37.29,B,79.89,79.89,73.928,230.967,40,0,0
37.79,B,127.83,127.83,80.164,255.821,64,0,0
38.29,B,111.90,111.90,70.385,209.261,56,0,0
38.80,B,127.83,127.83,67.965,215.204,64,0,0
39.30,B,111.85,111.85,50.343,254.923,56,0,0
39.80,B,95.87,95.87,82.606,268.659,48,0,0
40.30,B,63.91,63.91,88.376,225.214,32,0,0
40.80,B,159.78,159.78,83.725,297.409,80,0,0
41.38,A,47.95,47.95,47.668,126.347,24,0,0
41.88,A,111.85,111.85,73.792,329.957,56,0,0
42.38,A,127.83,127.83,81.531,210.245,64,0,0
42.88,A,111.85,111.85,50.202,173.279,56,0,0
43.38,A,111.84,111.84,70.017,230.216,56,0,0
43.88,A,143.81,143.81,64.360,254.308,72,0,0
44.38,A,111.85,111.85,62.086,313.850,56,0,0
44.88,A,111.86,111.86,60.616,193.260,56,0,0
45.39,A,159.78,159.78,67.440,210.797,80,0,0
45.89,A,95.86,95.86,55.200,192.280,48,0,0
46.49,B,0.00,0.00,0.000,0.000,0,0,0
46.99,B,127.83,127.83,91.028,224.103,64,0,0
47.49,B,111.85,111.85,77.088,246.089,56,0,0
47.99,B,143.81,143.81,60.459,235.516,72,0,0
48.49,B,63.92,63.92,72.466,183.379,32,0,0
48.99,B,159.78,159.78,64.828,211.032,80,0,0
49.49,B,111.85,111.85,66.801,168.017,56,0,0
49.99,B,111.85,111.85,58.495,162.102,56,0,0
50.49,B,127.84,127.84,67.236,227.030,64,0,0
50.99,B,111.85,111.85,65.045,244.762,56,0,0
51.54,A,0.00,0.00,0.000,0.000,0,0,0
52.04,A,95.88,95.88,82.867,229.164,48,0,0
52.54,A,111.85,111.85,101.055,314.113,56,0,0
53.04,A,79.89,79.89,75.458,225.756,40,0,0
53.54,A,111.85,111.85,79.129,235.928,56,0,0
54.04,A,111.85,111.85,71.312,222.026,56,0,0
54.54,A,127.93,127.93,78.784,190.681,64,0,0
55.04,A,127.84,127.84,59.449,179.477,64,0,0
55.54,A,175.76,175.76,54.967,212.112,88,0,0
56.04,A,95.87,95.87,70.112,226.634,48,0,0
56.58,B,0.00,0.00,0.000,0.000,0,0,0
57.08,B,143.81,143.81,84.410,240.274,72,0,0
57.58,B,111.85,111.85,58.301,179.460,56,0,0
58.08,B,79.92,79.92,66.384,201.782,40,0,0
58.58,B,127.82,127.82,83.694,213.057,64,0,0
59.08,B,95.87,95.87,91.182,199.524,48,0,0
59.58,B,79.89,79.89,75.265,211.659,40,0,0
60.09,B,111.85,111.85,82.627,213.449,56,0,0
60.59,B,79.89,79.89,90.277,209.302,40,0,0
61.09,B,127.85,127.85,70.953,247.662,64,0,0
61.62,A,31.96,31.96,33.047,80.524,16,0,0
62.12,A,127.84,127.84,79.317,300.796,64,0,0
62.62,A,127.82,127.82,63.133,215.663,64,0,0
63.12,A,47.94,47.94,87.605,208.835,24,0,0
63.62,A,159.80,159.80,71.932,235.237,80,0,0
64.13,A,111.85,111.85,62.381,183.309,56,0,0
64.63,A,111.86,111.86,77.707,198.810,56,0,0
65.13,A,159.79,159.79,59.241,189.539,80,0,0
65.63,A,127.93,127.93,64.737,257.129,64,0,0
66.13,A,95.87,95.87,56.398,206.975,48,0,0
66.69,B,31.97,31.97,51.332,148.162,16,0,0
67.19,B,143.81,143.81,73.324,212.885,72,0,0
67.69,B,143.82,143.82,62.701,263.980,72,0,0
68.19,B,95.90,95.90,61.640,199.104,48,0,0
68.69,B,127.83,127.83,69.551,216.651,64,0,0
69.19,B,95.87,95.87,58.200,220.096,48,0,0
69.69,B,143.75,143.75,69.402,218.738,72,0,0
70.19,B,127.83,127.83,53.065,178.897,64,0,0
70.69,B,111.85,111.85,68.925,241.951,56,0,0
71.20,B,159.79,159.79,62.863,242.107,80,0,0
71.76,A,0.00,0.00,0.000,0.000,0,0,0
72.26,A,127.83,127.83,92.761,236.530,64,0,0
72.76,A,95.87,95.87,60.286,210.547,48,0,0
73.26,A,95.88,95.88,91.802,220.465,48,0,0
73.76,A,95.87,95.87,72.857,206.945,48,0,0
74.26,A,79.88,79.88,57.326,148.883,40,0,0
74.76,A,127.83,127.83,81.287,878.818,64,0,0
75.26,A,143.80,143.80,73.470,694.435,72,0,0
75.76,A,175.75,175.75,56.912,249.460,88,0,0
76.26,A,111.85,111.85,51.743,196.846,56,0,0
76.85,B,15.98,15.98,60.941,119.887,8,0,0
77.35,B,127.83,127.83,85.042,273.355,64,0,0
77.86,B,111.85,111.85,74.379,187.821,56,0,0
78.36,B,79.90,79.90,76.393,191.566,40,0,0
78.86,B,111.85,111.85,77.994,183.623,56,0,0
79.36,B,95.87,95.87,76.668,173.478,48,0,0
79.86,B,111.86,111.86,74.386,192.567,56,0,0
80.36,B,127.82,127.82,67.083,221.548,64,0,0
80.86,B,159.78,159.78,53.483,164.733,80,0,0
81.36,B,95.86,95.86,65.466,174.138,48,0,0
81.99,A,15.98,15.98,60.219,121.990,8,0,0
82.49,A,111.85,111.85,92.346,263.181,56,0,0
82.99,A,127.83,127.83,72.045,222.982,64,0,0
83.49,A,79.89,79.89,63.194,218.550,40,0,0
83.99,A,127.84,127.84,71.505,189.976,64,0,0
84.49,A,127.83,127.83,60.990,187.194,64,0,0
84.99,A,143.81,143.81,69.654,220.708,72,0,0
85.49,A,111.85,111.85,54.665,198.429,56,0,0
85.99,A,111.85,111.85,69.514,211.410,56,0,0
86.49,A,127.83,127.83,78.275,215.713,64,0,0
87.09,B,63.93,63.93,41.450,172.673,32,0,0
87.59,B,95.87,95.87,80.372,194.641,48,0,0
88.09,B,111.85,111.85,79.852,234.302,56,0,0
88.59,B,143.82,143.82,61.683,201.510,72,0,0
89.09,B,127.83,127.83,64.050,167.962,64,0,0
89.59,B,111.85,111.85,49.592,196.875,56,0,0
90.09,B,111.86,111.86,76.294,251.161,56,0,0
90.59,B,143.81,143.81,62.459,217.982,72,0,0
91.10,B,111.85,111.85,57.992,174.666,56,0,0
91.60,B,143.81,143.81,66.514,202.908,72,0,0
92.18,A,0.00,0.00,0.000,0.000,0,0,0
92.68,A,127.83,127.83,84.705,251.184,64,0,0
93.18,A,95.87,95.87,70.226,220.604,48,0,0
93.68,A,111.85,111.85,96.266,252.676,56,0,0
94.18,A,63.92,63.92,63.424,164.326,32,0,0
94.68,A,143.78,143.78,67.477,326.868,72,0,0
95.18,A,159.79,159.79,69.895,216.185,80,0,0
95.68,A,127.84,127.84,60.515,216.098,64,0,0
96.18,A,127.83,127.83,59.283,177.740,64,0,0
96.68,A,127.82,127.82,50.228,282.749,64,0,0
97.28,B,0.00,0.00,0.000,0.000,0,0,0
97.78,B,127.84,127.84,83.490,235.267,64,0,0
98.28,B,111.86,111.86,77.926,198.287,56,0,0
98.78,B,111.85,111.85,73.198,175.082,56,0,0
99.28,B,111.85,111.85,57.955,222.630,56,0,0
99.78,B,143.81,143.81,66.562,262.472,72,0,0
100.28,B,143.80,143.80,56.826,230.487,72,0,0
100.78,B,95.87,95.87,69.975,164.044,48,0,0
101.28,B,79.89,79.89,81.087,199.112,40,0,0
101.79,B,143.82,143.82,71.437,228.986,72,0,0
102.34,A,31.97,31.97,51.174,135.617,16,0,0
102.84,A,111.85,111.85,84.722,233.747,56,0,0
103.34,A,111.84,111.84,83.381,215.648,56,0,0
103.85,A,79.89,79.89,81.657,182.354,40,0,0
104.35,A,127.83,127.83,73.006,253.757,64,0,0
104.85,A,111.85,111.85,57.935,185.951,56,0,0
105.35,A,127.82,127.82,77.932,185.242,64,0,0
105.85,A,127.83,127.83,58.168,181.082,64,0,0
106.35,A,127.83,127.83,58.658,199.087,64,0,0
106.85,A,79.89,79.89,67.644,179.716,40,0,0
107.44,B,63.93,63.93,57.762,167.527,32,0,0
107.95,B,95.87,95.87,74.284,169.241,48,0,0
108.45,B,95.87,95.87,77.610,222.150,48,0,0
108.95,B,79.90,79.90,95.405,221.466,40,0,0
109.45,B,143.80,143.80,71.847,228.105,72,0,0
109.95,B,191.74,191.74,51.594,152.068,96,0,0
110.45,B,95.88,95.88,45.766,200.635,48,0,0
110.95,B,143.80,143.80,60.900,217.868,72,0,0
111.45,B,95.87,95.87,77.834,221.958,48,0,0
111.95,B,127.84,127.84,66.062,205.310,64,0,0
112.54,A,0.00,0.00,0.000,0.000,0,0,0
113.04,A,127.84,127.84,86.461,251.067,64,0,0
113.54,A,111.86,111.86,75.701,202.257,56,0,0
114.04,A,95.97,95.97,68.010,262.875,48,0,0
114.54,A,143.79,143.79,70.517,232.128,72,0,0
115.04,A,111.86,111.86,73.498,201.802,56,0,0
115.54,A,95.88,95.88,66.622,204.477,48,0,0
116.05,A,159.79,159.79,57.548,192.732,80,0,0
116.55,A,127.81,127.81,60.237,157.474,64,0,0
117.05,A,79.90,79.90,80.287,318.439,40,0,0
117.64,B,63.93,63.93,42.214,171.197,32,0,0
118.14,B,143.81,143.81,66.685,234.085,72,0,0
118.64,B,95.87,95.87,81.524,255.721,48,0,0
119.14,B,63.92,63.92,74.403,188.505,32,0,0
119.64,B,127.83,127.83,82.794,261.505,64,0,0
120.14,B,79.89,79.89,89.824,186.996,40,0,0
120.64,B,111.85,111.85,77.815,163.873,56,0,0
121.14,B,95.87,95.87,83.741,209.022,48,0,0
121.64,B,159.78,159.78,65.904,210.268,80,0,0
122.14,B,95.87,95.87,48.860,184.558,48,0,0
122.71,A,31.96,31.96,45.323,132.270,16,0,0
123.21,A,111.85,111.85,78.613,213.174,56,0,0
123.71,A,79.89,79.89,86.566,293.905,40,0,0
124.21,A,111.85,111.85,71.021,261.865,56,0,0
124.71,A,95.87,95.87,73.165,201.307,48,0,0
125.21,A,127.88,127.88,82.876,199.773,64,0,0
125.72,A,111.85,111.85,80.270,186.026,56,0,0
126.22,A,111.85,111.85,56.315,168.973,56,0,0
126.72,A,143.81,143.81,66.850,237.342,72,0,0
127.22,A,111.85,111.85,56.451,167.972,56,0,0
127.78,B,31.96,31.96,45.584,136.823,16,0,0
128.28,B,127.81,127.81,79.695,257.332,64,0,0
128.78,B,63.91,63.91,75.992,206.096,32,0,0
129.28,B,127.83,127.83,90.881,226.486,64,0,0
129.78,B,95.87,95.87,60.771,152.656,48,0,0
130.28,B,111.85,111.85,74.647,250.455,56,0,0
130.78,B,127.83,127.83,70.801,210.514,64,0,0
131.28,B,143.80,143.80,56.216,190.988,72,0,0
131.78,B,207.72,207.72,48.824,172.786,104,0,0
132.28,B,127.83,127.83,50.991,195.610,64,0,0
132.88,A,15.98,15.98,44.268,84.235,8,0,0
133.38,A,127.83,127.83,94.177,226.278,64,0,0
133.88,A,127.83,127.83,67.498,242.105,64,0,0
134.38,A,95.87,95.87,64.564,204.304,48,0,0
134.88,A,127.83,127.83,70.017,251.116,64,0,0
135.38,A,95.87,95.87,63.479,188.151,48,0,0
135.89,A,143.81,143.81,69.623,218.127,72,0,0
136.39,A,127.82,127.82,65.294,229.532,64,0,0
136.89,A,79.89,79.89,67.865,165.539,40,0,0
137.39,A,111.85,111.85,66.467,181.779,56,0,0
138.00,B,31.96,31.96,43.706,140.659,16,0,0
138.50,B,159.78,159.78,72.310,200.528,80,0,0
139.00,B,47.94,47.94,62.929,126.732,24,0,0
139.50,B,175.76,175.76,72.166,225.392,88,0,0
140.00,B,79.89,79.89,67.167,157.482,40,0,0
140.50,B,159.78,159.78,67.037,237.871,80,0,0
141.00,B,95.87,95.87,65.358,218.809,48,0,0
141.50,B,159.78,159.78,58.098,186.144,80,0,0
142.00,B,95.87,95.87,63.581,165.440,48,0,0
142.50,B,111.85,111.85,72.003,231.014,56,0,0
143.07,A,15.98,15.98,61.093,88.493,8,0,0
143.57,A,127.83,127.83,84.922,313.301,64,0,0
144.08,A,111.85,111.85,75.124,184.329,56,0,0
144.58,A,79.89,79.89,73.526,224.399,40,0,0
145.08,A,143.81,143.81,72.934,264.088,72,0,0
145.58,A,127.83,127.83,58.847,211.490,64,0,0
146.08,A,143.80,143.80,59.026,215.826,72,0,0
146.58,A,79.89,79.89,74.353,176.839,40,0,0
147.08,A,175.76,175.76,62.313,197.519,88,0,0
147.58,A,111.85,111.85,51.976,180.536,56,0,0
148.23,B,63.93,63.93,54.088,205.331,32,0,0
148.73,B,127.83,127.83,73.025,202.453,64,0,0
149.23,B,79.90,79.90,56.632,185.070,40,0,0
149.73,B,127.83,127.83,64.782,203.753,64,0,0
150.23,B,111.84,111.84,76.098,187.213,56,0,0
150.73,B,159.78,159.78,63.354,188.488,80,0,0
151.23,B,143.80,143.80,59.773,223.060,72,0,0
151.73,B,127.83,127.83,49.538,175.276,64,0,0
152.23,B,175.75,175.75,48.810,159.099,88,0,0
152.73,B,95.87,95.87,64.768,190.137,48,0,0
153.31,A,0.00,0.00,0.000,0.000,0,0,0
153.81,A,159.79,159.79,70.704,214.974,80,0,0
154.31,A,47.94,47.94,84.393,171.210,24,0,0
154.81,A,127.83,127.83,87.506,230.879,64,0,0
155.31,A,143.81,143.81,72.374,188.560,72,0,0
155.81,A,79.89,79.89,68.226,174.684,40,0,0
156.31,A,95.87,95.87,81.605,295.790,48,0,0
156.81,A,159.78,159.78,60.706,221.411,80,0,0
157.31,A,111.84,111.84,57.063,162.552,56,0,0
157.81,A,111.84,111.84,78.391,226.195,56,0,0
158.41,B,31.96,31.96,46.687,132.500,16,0,0
158.91,B,95.87,95.87,89.051,197.201,48,0,0
159.41,B,111.86,111.86,83.821,230.447,56,0,0
159.91,B,127.83,127.83,67.624,176.915,64,0,0
160.41,B,79.89,79.89,72.298,163.577,40,0,0
160.91,B,95.87,95.87,85.916,233.457,48,0,0
161.41,B,159.78,159.78,64.388,192.371,80,0,0
161.91,B,127.83,127.83,58.750,193.558,64,0,0
162.41,B,95.87,95.87,65.629,194.564,48,0,0
162.91,B,127.83,127.83,72.937,195.551,64,0,0
163.48,A,0.00,0.00,0.000,0.000,0,0,0
163.99,A,111.86,111.86,80.223,210.931,56,0,0
164.49,A,127.83,127.83,91.007,285.097,64,0,0
164.99,A,95.87,95.87,68.204,178.834,48,0,0
165.49,A,95.87,95.87,78.655,197.336,48,0,0
165.99,A,127.83,127.83,59.113,179.185,64,0,0
166.49,A,95.88,95.88,84.114,268.049,48,0,0
166.99,A,127.83,127.83,76.694,239.777,64,0,0
167.49,A,127.83,127.83,48.588,220.597,64,0,0
167.99,A,127.83,127.83,71.093,178.242,64,0,0
168.59,B,79.91,79.91,53.142,241.112,40,0,0
169.09,B,111.85,111.85,73.054,240.000,56,0,0
169.59,B,127.83,127.83,59.129,238.404,64,0,0
170.09,B,95.88,95.88,78.381,217.673,48,0,0
170.59,B,79.90,79.90,77.367,196.169,40,0,0
171.09,B,127.83,127.83,75.089,208.737,64,0,0
171.59,B,95.87,95.87,69.754,193.318,48,0,0
172.09,B,111.85,111.85,69.496,192.416,56,0,0
172.59,B,159.78,159.78,70.264,196.111,80,0,0
173.09,B,111.85,111.85,60.395,234.108,56,0,0
173.62,A,63.93,63.93,48.208,182.342,32,0,0
174.12,A,111.85,111.85,62.897,180.218,56,0,0
174.62,A,95.87,95.87,85.948,193.838,48,0,0
175.12,A,95.87,95.87,81.993,181.256,48,0,0
175.62,A,111.85,111.85,86.463,192.511,56,0,0
176.13,A,79.89,79.89,74.208,201.296,40,0,0
176.63,A,143.81,143.81,66.661,184.387,72,0,0
177.13,A,127.83,127.83,56.243,167.025,64,0,0
177.63,A,95.87,95.87,67.787,169.911,48,0,0
178.13,A,159.78,159.78,63.423,221.918,80,0,0
178.68,B,63.93,63.93,58.890,166.215,32,0,0
179.18,B,47.94,47.94,98.995,163.495,24,0,0
179.68,B,111.85,111.85,79.937,225.681,56,0,0
180.18,B,111.86,111.86,87.531,214.803,56,0,0
180.68,B,111.85,111.85,66.221,194.254,56,0,0
181.18,B,111.85,111.85,89.900,209.714,56,0,0
181.68,B,63.92,63.92,44.963,153.796,32,0,0
182.18,B,127.90,127.90,87.102,211.054,64,0,0
182.68,B,111.85,111.85,74.821,221.003,56,0,0
183.18,B,95.87,95.87,86.250,206.840,48,0,0
