Time_Sec,Active_DB,Throughput_MBps,OpsPerSec,LatencyAvg_ms,LatencyP99_ms,LatencySamples,ConnectErrors,IoErrors
57.42,B,159.79,159.79,48.768,256.371,80,0,0
57.92,B,143.79,143.79,58.293,342.776,72,0,0
58.42,B,127.94,127.94,64.765,222.798,64,0,0
58.92,B,143.80,143.80,55.871,286.030,72,0,0
59.42,B,143.80,143.80,63.924,280.758,72,0,0
59.92,B,143.80,143.80,55.717,245.861,72,0,0
60.42,B,143.80,143.80,47.399,259.143,72,0,0
60.92,B,159.77,159.77,51.827,232.532,80,0,0
61.42,B,127.82,127.82,58.719,204.185,64,0,0
61.97,A,0.00,0.00,0.000,0.000,0,0,0
62.47,A,111.86,111.86,71.977,202.667,56,0,0
62.97,A,95.88,95.88,95.447,231.529,48,0,0
63.47,A,111.85,111.85,77.699,235.626,56,0,0
63.98,A,95.87,95.87,82.477,238.905,48,0,0
64.48,A,127.82,127.82,71.477,193.534,64,0,0
64.98,A,95.87,95.87,79.268,246.231,48,0,0
65.48,A,111.85,111.85,72.409,265.041,56,0,0
65.98,A,79.89,79.89,80.079,193.044,40,0,0
66.48,A,175.76,175.76,65.187,283.008,88,0,0
67.12,B,63.93,63.93,41.500,169.712,32,0,0
67.62,B,191.75,191.75,50.494,233.330,96,0,0
68.12,B,111.85,111.85,61.753,219.877,56,0,0
68.62,B,111.84,111.84,62.101,237.968,56,0,0
69.12,B,159.78,159.78,56.072,188.370,80,0,0
69.62,B,95.87,95.87,64.267,202.151,48,0,0
70.12,B,159.77,159.77,67.188,234.293,80,0,0
70.62,B,111.84,111.84,74.184,195.139,56,0,0
71.12,B,143.80,143.80,54.788,266.886,72,0,0
71.62,B,159.78,159.78,52.749,185.923,80,0,0
72.21,A,31.96,31.96,57.885,191.618,16,0,0
72.71,A,127.83,127.83,81.798,216.070,64,0,0
73.21,A,127.82,127.82,50.974,184.101,64,0,0
73.71,A,111.84,111.84,68.977,257.854,56,0,0
74.21,A,111.85,111.85,70.291,190.633,56,0,0
74.71,A,111.84,111.84,62.310,214.428,56,0,0
75.22,A,159.78,159.78,57.134,208.637,80,0,0
75.72,A,159.78,159.78,56.676,212.995,80,0,0
76.22,A,143.80,143.80,64.245,194.094,72,0,0
76.72,A,127.82,127.82,63.211,232.170,64,0,0
77.30,B,47.94,47.94,53.695,141.342,24,0,0
77.80,B,175.76,175.76,56.928,274.398,88,0,0
78.30,B,143.79,143.79,51.306,222.976,72,0,0
78.80,B,127.86,127.86,50.891,227.664,64,0,0
79.30,B,143.80,143.80,69.758,281.406,72,0,0
79.80,B,159.75,159.75,65.290,294.989,80,0,0
80.30,B,159.77,159.77,40.220,180.855,80,0,0
